,chembl_id,IC50,units,canonical_smiles,pIC50
4039,CHEMBL1956889,113300,nM,Brc1cc(Nc2nc(N)nc3n(Cc4c(C)cccc4)ccc23)ccc1,3.94577
1905,CHEMBL1203937,17,nM,Fc1ccc(CNc2ncnc3c2cc(OCC)c(OCC)c3)cc1,7.7695513
4610,CHEMBL2437479,13.8,nM,O=C(Nc1cc(N2C(=O)C=Nc3c2nc(Nc2ccc(OC)cc2)nc3)ccc1)C=C,7.8601208
191,CHEMBL59812,20000,nM,S(Sc1n(C)c2c(c1C(=O)Nc1ccccc1)c(OC(=O)C)ccc2)c1n(C)c2c(c1C(=O)Nc1ccccc1)c(OC(=O)C)ccc2,4.6989698
4071,CHEMBL2032377,4.9899998,nM,O=C(Nc1cc(N2C(=O)N(C)Cc3c2nc(Nc2c(OC)cc(N(C)C)cc2)nc3)ccc1)C=C,8.3018999
3352,CHEMBL1241769,9380,nM,Clc1c(O)cc(-c2nn(CC3[NH2+]CCC3)c3ncnc(N)c23)cc1,5.0277972
5422,CHEMBL3734988,261000,nM,FC(F)(F)[C@@H](C)n1c([C@H](O)C)nc2c1cc(Nc1nc(N3C[C@@H](F)[C@@H](O)CC3)ncc1)nc2,3.5833595
2976,CHEMBL602890,56000,nM,O(CCCOc1cc(C)cc(C)c1)c1c(OC)cc(/C=C\2/C(=O)N=C(N)S/2)cc1,4.251812
1490,CHEMBL57663,1400000,nM,N#CC(C#N)=Cc1ccc(C#N)cc1,2.8538721
5335,CHEMBL3699619,200,nM,Clc1c(Oc2cc(NC(=O)C=C)ccc2)nc(Nc2c(OC)cc(N3CCN(C(OC(C)(C)C)=O)CC3)cc2)nc1,6.6989698
5435,CHEMBL3740385,3780,nM,Clc1ccc(-n2nc(C(=O)Nc3ccccc3)c(C(=O)c3c(c(-c4ccccc4)[nH]c3C)-c3ccccc3)c2)cc1,5.4225082
6456,CHEMBL3956465,20,nM,FC(F)(F)c1c(Nc2cc(NC(=O)C=C)ccc2)nc(Nc2c(OC)c(OC)c(OC)cc2)nc1,7.6989698
2696,CHEMBL127086,0.60259998,nM,Brc1cc(Nc2ncnc3c2cnc(NCCC(=O)[O-])c3)ccc1,9.2199707
6832,CHEMBL4095253,642.70001,nM,S(=O)(=O)(C=C)N1[C@@H](Cn2c3ncnc(N)c3c(-c3cc4OCOc4cc3)c2)CCC1,6.1919918
239,CHEMBL428690,7600,nM,Clc1c(C=2Oc3c([C@@H]4[C@H](O)C[NH+](C)CC4)c(O)cc([O-])c3C(=O)C=2)cccc1,5.1191864
5527,CHEMBL3754057,26.559999,nM,FC(F)(F)Oc1c(NC(=O)Nc2ncccc2)cc(-c2cncnc2)cc1,7.5757718
6305,CHEMBL3676376,12,nM,Brc1c(Cl)c(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OC[C@@H](NC(=O)C[NH+](C)C)C)c3)cc1,7.9208188
5550,CHEMBL3758761,21,nM,O=Cc1c(OC)c(-c2sc3ncnc(N[C@H](C)c4ccccc4)c3c2)ccc1,7.6777806
5921,CHEMBL3901622,0.40000001,nM,[NH+](CCNc1ccc(-c2oc3ncnc(N[C@H](C)c4ccccc4)c3c2)cc1)(C)C,9.3979397
1978,CHEMBL394463,1800,nM,N(c1cc2c(n(Cc3cnccc3)nc2)cc1)C1=NC=Nn2c1c(C)cc2,5.7447276
4591,CHEMBL2437470,16338,nM,O=C(Nc1ccc(N2C(=O)C(C)=Nc3c2nc(Nc2ccc(OC)cc2)nc3)cc1)C=C,4.7868013
3724,CHEMBL1822062,6310,nM,Brc1ccc(C2N(c3scc(-c4ccc(Cl)cc4)n3)N=C(c3ccc(OC)cc3)C2)cc1,5.1999707
4384,CHEMBL2325102,2230,nM,S=C(N)N1C(c2c3c(ccc2)cccc3)CC(c2ccccc2)=N1,5.6516953
2513,CHEMBL518803,1300,nM,N(c1ncnc2[nH]ccc12)c1ccc(-c2sc3c(n2)cccc3)cc1,5.8860564
4076,CHEMBL2029426,6.9499998,nM,O=C(Nc1cc(N2C(=O)N(C)Cc3c2nc(Nc2ccccc2)nc3)ccc1)C=C,8.1580153
5510,CHEMBL3753623,102.93,nM,FC(F)(F)Oc1c(NC(=O)Nc2ccncc2)cc(-c2cnc(OC)cc2)cc1,6.9874582
2135,CHEMBL271113,16.219999,nM,Brc1c(N(CC(=O)[O-])C)c(Nc2ncnc3c2cncc3)ccc1,7.7899489
7,CHEMBL76979,264000,nM,O=C([O-])/C(/C#N)=C/c1cc(OC)c([O-])c(OC)c1,3.5783961
750,CHEMBL155389,100000,nM,S=C1C(CC(=O)NCc2ccccc2)c2c(N1)cccc2,4
6686,CHEMBL4089347,15.69,nM,OCc1oc(-c2cc3c(Nc4cc(C#C)ccc4)ncnc3cc2)cc1,7.8043771
4115,CHEMBL2029696,5600,nM,Fc1c(COc2cc(/C=C/3\C(=O)N(c4ccc(F)cc4)N=C\3[O-])ccc2)cccc1,5.251812
2093,CHEMBL399735,921,nM,O(C)c1c(OC)cc2ncnc(Nc3cc(C#Cc4ccccc4)ccc3)c2c1,6.0357404
5036,CHEMBL3357635,0.27000001,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)/C(/F)=C/C[NH+]2CCCCC2)c(OC)c3)c1,9.5686359
3885,CHEMBL1928945,473,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc(Oc3cc(N)ccc3)c2)c1,6.325139
3663,CHEMBL1812431,1210,nM,Brc1cc(Nc2ncnc3c2cc(NC(=O)/C=C/c2ccc(Cl)cc2)cc3)ccc1,5.9172144
5564,CHEMBL3759022,5,nM,O(C)c1c(-c2sc3ncnc(NCc4ccccc4)c3c2)ccc(CO)c1,8.3010302
5872,CHEMBL3921129,8,nM,O=C(Nc1c(OCC)cc2ncnc(Nc3cc4c(n(Cc5ccccc5)nc4)cc3)c2c1)/C=C/CN1CC[NH+](C)CC1,8.0969105
3837,CHEMBL1916891,1.4,nM,Fc1c(N(C(=O)/C=C/C[NH+](C)C)C)cc2-n3c(C(Nc4c(C)cccc4)=Nc2c1)cnc3,8.8538723
3616,CHEMBL114446,15135.61,nM,Brc1cc(Nc2c(C(=O)N)cnc3c2cc(OC)c(OC)c3)ccc1,4.8200002
4501,CHEMBL2403108,900,nM,Clc1c(Nc2c(S(=O)(=O)C(C)C)cccc2)nc(Nc2c(OC(C)C)cc(c(C)c2)C2CC[NH2+]CC2)nc1,6.0457573
2071,CHEMBL3085378,1200,nM,O(C)c1c(OC)cc2ncnc(C#C[C@]([NH+](CC)CC)(CCc3ccccc3)C)c2c1,5.9208188
4996,CHEMBL3353399,7500000,nM,Clc1c(-c2c3n(nc2)C=CC=C3)nc(Nc2c(OC)cc(N3CCN(C(=O)C[NH2+]C)CC3)c(NC(=O)C=C)c2)nc1,2.1249387
840,CHEMBL431977,1,nM,O=C(N)C1CC[NH+](Cc2ccc(-c3sc4c(Nc5cc6c([nH]cc6)cc5)cc[nH+]c4c3)cc2)CC1,9
1500,CHEMBL121260,84,nM,Clc1cc(Nc2n[nH]c3ncnc(Nc4ccccc4)c23)ccc1,7.0757208
3127,CHEMBL1098119,1630,nM,O(CCc1ccc(O)cc1)c1cc2c(CC[NH3+])cn(CCCCCc3ccccc3)c2cc1,5.7878122
2563,CHEMBL517907,10.96,nM,S(=O)(=O)(CCNCCCCOc1cc2c(Nc3cc(C#C)ccc3)ncnc2cc1)C,7.9601893
1536,CHEMBL433305,310,nM,N(c1ncnc2[nH]c3c(c12)CCCC3)c1ccccc1,6.5086384
5642,CHEMBL3798501,87.5,nM,S(C)c1c(Oc2cc(NC(=O)C=C)ccc2)nc(Nc2c(OC)cc(N3CCN(C(=O)C)CC3)cc2)nc1,7.057992
3987,CHEMBL1951415,150,nM,Fc1ccc(-c2c(n(C3CCCCC3)cn2)-c2nc(N)ncc2)cc1,6.8239088
5830,CHEMBL3950549,2,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)/C=C/C[NH+](C(C)C)C(C)C)c(OC)c3)c1,8.6989698
2655,CHEMBL447331,0.43650001,nM,Brc1cc(Nc2ncnc3c2cc2c(NC2)c3)ccc1,9.3600159
6590,CHEMBL3948546,23000,nM,N(c1nc(N)nc2-c3c(cccc3)Cc12)c1c(C(C)C)cccc1,4.6382723
6163,CHEMBL3671490,3,nM,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCC[NH2+]C)c3)cc1,8.5228786
5938,CHEMBL3934594,460,nM,Clc1c(Nc2c(S(=O)(=O)C(C)C)cccc2)nc(N=NCc2cc(C(F)(F)F)ccc2)nc1,6.3372421
3705,CHEMBL1821881,22360,nM,Brc1ccc(C2=NN(c3scc(-c4ccccc4)n3)C(c3ccc(O)cc3)C2)cc1,4.6505284
5242,CHEMBL3622667,9.6000004,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)/C=C/C[NH2+]C2CC2)c(OC(F)F)c3)c1,8.0177288
4541,CHEMBL2424807,4100,nM,Brc1nc(CNc2cc3c(Nc4cc(Cl)ccc4)ncnc3cc2)ccc1,5.3872161
46,CHEMBL136492,8400,nM,N(C)(c1ncnc2c1cc(N)cc2)c1ccccc1,5.0757208
2032,CHEMBL246898,200,nM,S(=O)(=O)(CCNC1CC[NH+](Cc2c3C(Nc4cc5c(n(Cc6cc(F)ccc6)nc5)cc4)=NC=Nn3cc2)CC1)C,6.6989698
4312,CHEMBL1830130,19690,nM,O=C(Nc1cc(C)ccc1)/C=C/c1ccccc1,4.7057543
2516,CHEMBL460746,280,nM,S=C(NC(=O)c1ccc([N+](=O)[O-])cc1)Nc1cc(-c2sc3c(n2)cccc3)c(O)cc1,6.5528421
5586,CHEMBL3759127,130,nM,O=C(Nc1ccc(Nc2ncnc3c2cc(OC)c(OCCCN2CC[NH+](C)CC2)c3)cc1)c1ccccc1,6.8860564
4322,CHEMBL2316154,3900,nM,O(C)c1cc(OC)cc(/C=C\2/C(=O)/C(=C/c3ccc(N(C)C)cc3)/CCC/2)c1,5.4089355
2767,CHEMBL529663,23000,nM,O(C)c1c(OC)cc(C=2C(=O)NCC=2c2c3c([nH]c2)cccc3)cc1OC,4.6382723
5116,CHEMBL3416446,17,nM,O(C)c1c(-c2sc3ncnc(NCc4ccccc4)c3c2)cccc1,7.7695513
4215,CHEMBL2087354,150,nM,Brc1cc(Nc2ncnc3c2cc2OCCN(S(=O)(=O)c4ccc(C)cc4)CCOc2c3)ccc1,6.8239088
798,CHEMBL358494,4000,nM,O=C(/C(/C#N)=C/c1cc(O)c(O)cc1)N1CCN(C(=O)/C(/C#N)=C/c2cc(O)c([O-])cc2)CC1,5.3979402
4237,CHEMBL2148052,11,nM,Clc1c(Oc2cc(Cl)ccc2)ccc(Nc2ncnc3c2n(CCNC(=O)C(S(=O)(=O)C)(C)C)cc3)c1,7.9586072
4018,CHEMBL1958215,240,nM,Brc1ccc(C2N(C=3SCC(=O)N=3)N=C(c3ccc(C)cc3)C2)cc1,6.6197886
6122,CHEMBL3676392,956,nM,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCOCCOC(=O)CC(=O)[O-])c3)cc1,6.0195422
4740,CHEMBL3219135,37.369999,nM,Clc1ccc(CC2N(C)C(=O)c3c(N(c4cc(NC(=O)C=C)ccc4)C2=O)nc(Nc2c(OC)cc(N4CC[NH+](C)CC4)cc2)nc3)cc1,7.4274769
2800,CHEMBL474323,533,nM,Fc1c(C)cc2c(-c3ncnc4c3cc(OC)c(OC)c4)c[nH]c2c1,6.273273
1599,CHEMBL190651,252,nM,Clc1c(Cl)cc(Nc2ncnc3c2cc(NC(=O)COC)cc3)c(F)c1,6.5985994
66,CHEMBL78005,350000,nM,N#CC(C#N)=Cc1cc2OCOc2cc1,3.4559319
3174,CHEMBL1173193,8090,nM,Brc1c(Br)ccc(C2=NN(C(=S)N)C(c3ccc(OC)cc3)C2)c1,5.0920515
6046,CHEMBL3926558,6,nM,O=C(C=C)N1CC(Oc2c(OC)cc3ncnc(N[C@H](C)c4ccccc4)c3c2)C1,8.2218485
4977,CHEMBL3355883,38.299999,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(OCCCn2c([N+](=O)[O-])ncc2)c(OC)c3)c1,7.4168015
1784,CHEMBL208358,110,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2c(C#Cc3cc(N=S(=O)([O-])C)ccc3)cncn2)c1,6.9586072
5129,CHEMBL3416605,83,nM,Brc1sc2ncnc(NC(CO)c3ccccc3)c2c1,7.0809221
6254,CHEMBL3671579,987,nM,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)CN2CCC2)c3)cc1,6.0056829
5517,CHEMBL3753157,495.29999,nM,FC(F)(F)Oc1c(NC(=O)Nc2sccn2)cc(-c2cnc(OC)cc2)cc1,6.3051314
4428,CHEMBL2333991,126.7,nM,O(C)c1c(OC)cc2ncnc(Nc3cc(-c4ccccc4)ccc3)c2c1,6.8972235
4885,CHEMBL3233784,9,nM,Clc1c(F)ccc(Nc2ncnc3sc(NC(=O)/C=C/C[NH+]4CCCCC4)cc23)c1,8.0457573
1956,CHEMBL234580,780,nM,Fc1cc(Cn2ncc3c2ccc(NC2=NC=Nn4c2c(CN2CC(=O)CNCC2)cc4)c3)ccc1,6.1079054
2959,CHEMBL598799,9.0799999,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(OCCCCCCC(=O)NO)c(OC)c3)c1,8.041914
2489,CHEMBL501050,630,nM,Clc1c(Sc2cc(F)ccc2)ccc(Nc2ncnc3c2sc(C#C[C@H]2NC[C@H](OC(=O)N4CCOCC4)C2)c3)c1,6.2006593
4986,CHEMBL3361128,100000,nM,O=C1C(=Cc2cc(O)c([O-])cc2)Oc2c1cccc2,4
5572,CHEMBL3759980,19,nM,O=C([O-])c1ccc(-c2sc3ncnc(N[C@H](C)c4ccccc4)c3c2)cc1,7.7212462
3876,CHEMBL1929304,38320,nM,S(Cc1ccccc1)c1oc(-c2c([N+](=O)[O-])cccc2)nn1,4.4165745
5433,CHEMBL3740930,3560,nM,O=C(Nc1ccccc1)c1c(C(=O)c2c(c(-c3ccccc3)[nH]c2C)-c2ccccc2)cn(-c2ccccc2)n1,5.4485502
884,CHEMBL162821,0.44999999,nM,N(C)c1ncc2ncnc(Nc3cc(C)ccc3)c2c1,9.3467875
2625,CHEMBL460722,0.81279999,nM,Brc1cc(Nc2ncnc3c2cc(CC(=O)/C=C/C(=O)NCCC[NH+]2CCOCC2)nc3)ccc1,9.0900164
5543,CHEMBL3759199,0.89999998,nM,O(C)c1c(c(OC)ccc1)-c1sc2ncnc(N[C@H](CO)c3ccccc3)c2c1,9.0457573
4204,CHEMBL2070193,790,nM,Clc1cc(Nc2ncnc3c2cc(NCc2cc4OCCOc4cc2)cc3)ccc1,6.1023731
2534,CHEMBL482489,3400,nM,Brc1cc(Nc2nc(N)nc3[nH]c(CCc4c(Cl)cccc4)cc23)ccc1,5.4685211
3460,CHEMBL1272276,70,nM,O=C(/C=C/C[NH+](C)C)N1Cc2sc3ncnc(N[C@H](CO)c4ccccc4)c3c2CC1,7.154902
1749,CHEMBL381541,5400,nM,Brc1cc(Nc2ncnc3Oc4c(cc(NC(=O)C=C)cc4)CNc23)ccc1,5.2676063
5914,CHEMBL3934461,22,nM,O=C(N)CC(Nc1ncnc2oc(-c3ccc(OC)cc3)cc12)c1ccccc1,7.6575775
183,CHEMBL109631,190,nM,Clc1c(c(Cl)ccc1)C=1C(=O)N(C)c2nc(Nc3cc(C(=O)[O-])ccc3)ncc2C=1,6.7212462
1219,CHEMBL96627,1367,nM,Brc1cc(Nc2ncnc3c2c(OC)c(OC)cc3)ccc1,5.8642316
6763,CHEMBL4078023,20,nM,O=NC1C(=Cc2c(C)nc(C)c(C)n2)CN(C)CC1=Cc1c(C)nc(C)c(C)n1,7.6989698
1799,CHEMBL380889,50,nM,Clc1c(F)c(Nc2ncnc3c2cc(CN([C@H](C(=O)N)C[NH+](C)C)C)c(OC)c3)ccc1,7.3010302
4518,CHEMBL2424676,19000,nM,O=C(Nc1c(N2CC[NH+](C)CC2)cc(OC)c(Nc2nc(-c3c4n(nc3)C=CC=C4)ccn2)c1)C=C,4.7212462
1658,CHEMBL444619,5,nM,Clc1c(OCc2ncccc2)ccc(Nc2ncnc3c2c(ON2CCC(C)CC2)cc(OC)c3)c1,8.3010302
1178,CHEMBL21096,59000,nM,O=C1N(NCCC)C(=O)c2c3c([nH]c4c(O)cccc34)c3n(C4C(O)C(O)C(O)C(CO)O4)c4c(O)cccc4c3c12,4.2291479
2471,CHEMBL500640,141,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2sc(C#C[C@H]2NC[C@H](OC(=O)OCC)C2)c3)c1,6.850781
4772,CHEMBL3218346,49,nM,Brc1cc(Nc2ncnc(Nc3cc(NC(=O)C=C)ccc3)c2)ccc1,7.309804
6695,CHEMBL3132872,2.0999999,nM,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)cc3)cc1,8.6777811
1212,CHEMBL90540,84,nM,O=C(Oc1c(OC)cc2ncnc(NC3C(c4ccccc4)C3)c2c1)C,7.0757208
2553,CHEMBL515082,7.9429998,nM,Clc1c(OCc2ccccc2)ccc(Nc2ncnc3c2cc(-c2nc(CNCCS(=O)(=O)C)sc2)cc3)c1,8.1000156
6310,CHEMBL3676384,8,nM,Brc1c(Cl)c(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)NCC)c3)cc1,8.0969105
2789,CHEMBL506414,9,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3sc(-c4sccc4)cc23)c1,8.0457573
3031,CHEMBL589823,1940,nM,Clc1ccc(/C=N/N=C2SCC(=O)N2)cc1,5.7121983
3348,CHEMBL1241676,67,nM,Clc1c(O)cc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1,7.1739254
2428,CHEMBL472544,620,nM,Clc1c(OCc2ccccc2)ccc(Nc2c(C(=O)NNC(=O)CCN3CCOCC3)c(N)ncn2)c1,6.2076082
1587,CHEMBL188304,100,nM,Clc1c(F)ccc(NC2=NC=Nn3c2c(C)cc3)c1,7
6118,CHEMBL3961982,50,nM,Brc1cc(Br)cc(COc2c(OC)cc3c(Nc4cc(Cl)c(Cl)cc4)ncnc3c2)c1,7.3010302
6734,CHEMBL4098587,17,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)CNC(=O)OC(C)(C)C)cc3)c1,7.7695513
648,CHEMBL555797,600,nM,O(C)c1c(OC)cc2ncnc(Nc3cc4c(cc3)CCC4)c2c1,6.221849
3515,CHEMBL1683949,1100,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc(C)c2)c1,5.9586072
2076,CHEMBL250524,80,nM,O(C)c1c(OC)cc2ncnc(C#CC(N(C)c3ccccc3)(C)C)c2c1,7.09691
2344,CHEMBL485485,0.30000001,ug.mL-1,O=CN/C=C/c1c(O)c(O)ccc1,9.5228786
4618,CHEMBL2441565,2200,nM,Clc1c(F)ccc(Nc2ncnc3c2cc2N(C(=O)/C=C/C[NH+](C)C)CCOc2c3)c1,5.6575775
395,CHEMBL1907764,200,nM,Brc1cc(F)c(Nc2ncnc3c2cc(OC)c(OC[C@H]2C[NH+](C)CCC2)c3)cc1,6.6989698
4924,CHEMBL3297893,122.1,nM,FC(F)(F)c1ccc(Nc2nc(C)nc3oc(C)cc23)cc1,6.9132843
2483,CHEMBL452716,1050,nM,O=C(O[C@@H]1C[C@@H](C#Cc2sc3c(Nc4cc5c(c(Oc6ncccc6)ccc5)cc4)ncnc3c2)NC1)N1CCOCC1,5.9788108
3544,CHEMBL1688861,190,nM,FC(F)(F)c1cc(C(=O)N[C@H]2Cc3c(ccc(Oc4c5c(ncc4)NC(=O)CC5)c3)CC2)cc(C([NH3+])(C)C)c1,6.7212462
2796,CHEMBL77030,1310,nM,S=C(N)/C(/C#N)=C/c1cc(O)c(O)cc1,5.8827286
3591,CHEMBL109372,537.03003,nM,Clc1c(F)ccc(Nc2c(C#N)cnc3c2cc(OC)c(OC)c3)c1,6.2700014
2952,CHEMBL596736,9.3999996,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(OCCCCC(=O)NO)c(OC)c3)c1,8.0268717
5939,CHEMBL3924500,65,nM,S=C(NNc1nncc2c1cccc2)Nc1ccccc1,7.1870866
4004,CHEMBL1958032,14210,nM,Clc1ccc(C2=NN(C=3SCC(=O)N=3)C(c3ccc(F)cc3)C2)cc1,4.8474059
476,CHEMBL341522,5.5999999,nM,N(CCCN1CC[NH+](C)CC1)c1ncc2c(Nc3cc(C)ccc3)ncnc2c1,8.251812
418,CHEMBL25610,400,nM,Clc1cc(F)c(Nc2ncnc3c2cc(OC)c(OCCN2CCOCC2)c3)cc1,6.3979402
2816,CHEMBL497863,52,nM,FC(F)(F)CN=NCc1c(Nc2cc3c(n(Cc4cc(F)ccc4)nc3)cc2)ncnc1N,7.2839966
2852,CHEMBL1645462,32,nM,Fc1cc(Cn2ncc3c2ccc(NC2=NC=Nn4c2c(C)c(NC(=O)OC[C@H]2NCCOC2)c4)c3)ccc1,7.4948502
4211,CHEMBL2086760,137,nM,Clc1ccc(C(c2[nH]ccn2)=C2C(=O)Nc3c2cc(NC2CC[NH+](CC)CC2)cc3)cc1,6.8632793
63,CHEMBL67003,1.8,nM,O=C(N1CCOCC1)c1[nH]c(/C=C/2\C(=O)Nc3ncnc(Nc4cc5c(n(Cc6ccccc6)nc5)cc4)c\23)c(C)c1,8.7447271
3466,CHEMBL1271618,149,nM,O=C(/C=C/C[NH+](C)C)N1Cc2sc3ncnc(N[C@H](CO)Cc4ccccc4)c3c2CC1,6.8268137
4932,CHEMBL3297999,84.400002,nM,O(C)c1ccc(N(C(C)C)c2nc(C)nc3oc(C)cc23)cc1,7.0736575
6812,CHEMBL4083224,209,nM,Fc1c(N2C(=O)N([C@@H]3CN(C(=O)CC)CC3)c3nc(Nc4cc(C)c(N5CC[NH+](C)CCC5)cc4)ncc3C2)cc(OC)cc1,6.6798539
1540,CHEMBL74778,1250,nM,Oc1cc(Nc2ncnc3[nH]c(C)c(C)c23)ccc1,5.90309
6134,CHEMBL3655343,12,nM,Clc1c(F)ccc(Nc2ncnc3sc4c(c23)CN(C(=O)/C=C/C[NH+](C)C)C4)c1,7.9208188
5719,CHEMBL3815163,1.8099999,nM,Brc1cc(Nc2ncnc3c2cc(NC(=S)NCCN2CCOCC2)cc3)ccc1,8.742321
1542,CHEMBL73406,170,nM,Clc1cc(Cl)cc(Nc2ncnc3[nH]c(C)c(C)c23)c1,6.7695513
4655,CHEMBL3092315,281,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)N(CC[NH+](C)C)C)c(O[C@@H]2COCC2)c3)c1,6.5512938
6302,CHEMBL3676378,23,nM,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCC(NC(=O)C[NH+](C)C)CC)c3)cc1,7.6382723
734,CHEMBL414013,75000,nM,O(C)c1c(OC)cc2c(NC=3NC=NC(=O)C=3C2)c1,4.124939
6260,CHEMBL3671585,419,nM,Clc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)C[NH+](C)C)c3)cc1,6.3777862
1659,CHEMBL197640,5,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2c(OC2CC[NH+](C)CC2)ccc3)c1,8.3010302
2300,CHEMBL498249,41000,nM,O([C@H](C)c1c([O-])c2C(=O)c3c(O)c([O-])c(O)cc3C(=O)c2cc1O)C,4.3872161
4137,CHEMBL2047028,5160,nM,O=C(NO)CCCCCC(=O)Nc1cc(C(=O)Nc2cc(C#C)ccc2)c(OC)cc1,5.2873502
1681,CHEMBL205059,0.89999998,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)C#CCC[NH+]2CCCCC2)nc3)c1,9.0457573
4937,CHEMBL3297998,340.10001,nM,O(C)c1ccc(N(CCCC)c2nc(C)nc3oc(C)cc23)cc1,6.4683933
1857,CHEMBL265367,17,nM,S(=O)(=O)(CCNCc1oc(-c2cc3c(Nc4cc(C(F)(F)F)c(OCc5cc(F)ccc5)cc4)ncnc3cc2)cc1)c1n(C)ccn1,7.7695513
3793,CHEMBL195437,16219,nM,Oc1ccc(CCCCCCCC)cc1,4.7899761
6240,CHEMBL3671566,13,nM,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)N2CC[NH+](C)CC2)c3)cc1,7.8860564
3704,CHEMBL1821880,10170,nM,Brc1ccc(C2=NN(c3scc(-c4ccccc4)n3)C(c3ccc(OC)cc3)C2)cc1,4.9926791
6319,CHEMBL3647417,13,nM,Clc1c(OCc2ncccc2)ccc(Nc2c(C#N)cnc3c2cc(NC(=O)/C=C/[C@H]2[NH+](C)CCC2)c(OCC)c3)c1,7.8860564
2020,CHEMBL247915,190,nM,[NH3+]C1CC[NH+](Cc2c3C(Nc4cc5c(n(Cc6cnccc6)nc5)cc4)=NC=Nn3cc2)CC1,6.7212462
472,CHEMBL126791,0.50999999,nM,Brc1cc(Nc2ncnc3c2cnc(NCCCn2cncc2)c3)ccc1,9.2924299
3509,CHEMBL1645465,670,nM,O(C[C@H]1OCC[NH2+]C1)Cc1c2C(Nc3cc(C#C)ccc3)=NC=Nn2cc1,6.1739254
3219,CHEMBL1172803,3620,nM,Clc1ccc(/C=C/C(=O)OCCn2c(C)ncc2[N+](=O)[O-])cc1,5.4412913
4786,CHEMBL3221548,9800,nM,Clc1c(NC(=O)OCC)ccc(Nc2ncnc3c2cc(OCCCC)c(OCC[NH+](CC)CC)c3)c1,5.0087738
3743,CHEMBL1830271,700,nM,S=C(N/N=C(/C=C/c1ccc(OCc2ccccc2)cc1)\c1ccccc1)N,6.154902
3889,CHEMBL1928949,370,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc(Oc3cc(NCC(=O)OCC)ccc3)c2)c1,6.4317985
2085,CHEMBL249928,35,nM,Clc1c(OCc2ncccc2)ccc(Nc2ncnc3c2c(OCCN(C(=O)CO)C)ccc3)c1,7.4559321
5464,CHEMBL3746473,600,nM,O=[N+]([O-])c1n(CCOC(=O)c2ccc(C3N(C(=O)C)N=C(c4ccc([N+](=O)[O-])cc4)C3)cc2)c(C)nc1,6.221849
6479,CHEMBL3903707,20,nM,Clc1c(Nc2cc(NC(=O)C=C)ccc2)nc(Nc2c(OC)cccc2)nc1,7.6989698
419,CHEMBL137422,6100,nM,[Se]([Se]c1n(C)c2c(c1C(=O)NC)cccc2)c1n(C)c2c(c1C(=O)NC)cccc2,5.2146702
1808,CHEMBL207687,8,nM,Clc1c(F)c(Nc2ncnc3c2cc(CN([C@H](C(=O)N)C)C)c(OC)c3)ccc1,8.0969105
2441,CHEMBL499534,63,nM,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2sc(C#C[C@H]2NC[C@H](OC(=O)N4CC[NH2+]CC4)C2)c3)c1,7.2006593
3171,CHEMBL1173324,13370,nM,Brc1c(Br)ccc(C2=NN(C(=S)N)C(c3c(F)cccc3)C2)c1,4.8738685
4544,CHEMBL2425091,94,nM,Clc1c(F)ccc(Nc2ncnc3c2cc(OCCN2CC(OC)C2)c(OC)c3)c1,7.0268722
1703,CHEMBL382862,10000,nM,Brc1cc2c(Oc3ncnc(Nc4ccccc4)c3NC2)cc1,5
1517,CHEMBL119977,19,nM,Clc1cc(Nc2ncnc3[nH]nc(-c4ccccc4)c23)ccc1,7.7212462
